x	y	z
0.5050755739212036	0.3331219553947449	-1.0886796712875366
0.5047358274459839	0.3336106538772583	-0.9363647699356079
0.50528484582901	0.3307965397834778	-0.9777935743331909
0.5046956539154053	0.32859987020492554	-1.0701169967651367
0.5053713321685791	0.32653242349624634	-1.1430901288986206
0.5062319040298462	0.3262450098991394	-1.0680423974990845
0.5057992339134216	0.3279566764831543	-1.0478427410125732
0.504968523979187	0.3277522921562195	-0.9796678423881531
0.5054135918617249	0.3259655833244324	-1.0515673160552979
0.5064511299133301	0.3267567753791809	-1.12994384765625
0.5058830976486206	0.32813823223114014	-1.067219614982605
0.5068233609199524	0.32750171422958374	-1.029518961906433
0.5040382742881775	0.3286168575286865	-0.9882839322090149
0.5057498812675476	0.32886457443237305	-1.023905873298645
0.5056583881378174	0.3298400044441223	-1.064170002937317
0.5061668157577515	0.3295500874519348	-1.0961604118347168
0.5060911774635315	0.32917457818984985	-1.0797207355499268
0.5065420866012573	0.3287773132324219	-1.044840931892395
0.506446361541748	0.32654672861099243	-0.9903370141983032
0.5069126486778259	0.32682138681411743	-0.9673854112625122
0.5079678893089294	0.32542234659194946	-0.8925632238388062
0.5068188905715942	0.32552874088287354	-0.8882858157157898
0.5073176622390747	0.3254467248916626	-0.9248918294906616
0.5075974464416504	0.32509392499923706	-0.8824151158332825
0.5079203248023987	0.32457882165908813	-0.9060901403427124
0.5060024857521057	0.32532036304473877	-0.8380419015884399
0.506197988986969	0.32849323749542236	-0.8865567445755005
0.5058214068412781	0.32713305950164795	-0.8829716444015503
0.5041302442550659	0.3297027349472046	-0.9226007461547852
0.5059417486190796	0.32694852352142334	-0.8645116686820984
0.5074557065963745	0.3260577321052551	-0.8847081065177917
0.5033817291259766	0.33128267526626587	-0.9859327077865601
0.5037345290184021	0.3299884796142578	-0.9579209089279175
0.5037437081336975	0.33080869913101196	-1.0180118083953857
0.5045605897903442	0.32789814472198486	-1.128257155418396
0.5060692429542542	0.3232450485229492	-1.0778993368148804
0.505695104598999	0.3250736594200134	-1.053006649017334
0.5064870715141296	0.32562410831451416	-1.0336732864379883
0.5064759850502014	0.32607269287109375	-1.023281216621399
0.5062016248703003	0.3247183561325073	-0.9778753519058228
0.5058473348617554	0.3235582709312439	-0.9857586026191711
0.5060698390007019	0.3253784775733948	-1.0951164960861206
0.5049509406089783	0.3265737295150757	-1.00056791305542
0.5055808424949646	0.32436126470565796	-1.1100707054138184
0.5050560235977173	0.32406067848205566	-1.1322708129882812
0.505516767501831	0.3246574401855469	-1.0479120016098022
0.5056241154670715	0.3259771466255188	-1.1150957345962524
0.5051829218864441	0.32473117113113403	-1.0422133207321167
0.5042546987533569	0.32729196548461914	-1.0584713220596313
0.5043964982032776	0.3279415965080261	-1.1395944356918335
0.5035975575447083	0.32557934522628784	-1.0911006927490234
0.50166255235672	0.3277587890625	-1.021504282951355
0.5022349953651428	0.3288934826850891	-1.017482042312622
0.5022441744804382	0.32962310314178467	-0.9976293444633484
0.5019341707229614	0.32630038261413574	-0.8839637041091919
0.502092182636261	0.3266215920448303	-0.9864018559455872
0.5028775334358215	0.32679957151412964	-1.044315218925476
0.5014955401420593	0.3270307183265686	-0.971645176410675
0.5019596815109253	0.32533568143844604	-0.9927622675895691
0.503197193145752	0.3273651599884033	-1.0344339609146118
0.5012896656990051	0.32732516527175903	-1.0928443670272827
0.5002247095108032	0.32785677909851074	-0.997961163520813
0.500690758228302	0.33046162128448486	-1.0162216424942017
0.501677393913269	0.3284381031990051	-0.9929028749465942
0.5006606578826904	0.3333575129508972	-1.0223431587219238
0.501778244972229	0.3301759362220764	-1.1466856002807617
0.5021268129348755	0.3277129530906677	-1.0132092237472534
0.5023155212402344	0.32875919342041016	-1.10858952999115
0.501691460609436	0.3287268280982971	-0.9838497042655945
0.5020827054977417	0.33168673515319824	-1.0479000806808472
0.5005561113357544	0.32963305711746216	-1.0702232122421265
0.5003480315208435	0.3277251720428467	-1.066268801689148
0.4998188614845276	0.3308831453323364	-1.0054545402526855
0.500408947467804	0.3295633792877197	-1.0029841661453247
0.5002370476722717	0.3293118476867676	-0.9083459973335266
0.5012801289558411	0.328937828540802	-1.0625295639038086
0.5028939843177795	0.32928889989852905	-1.0350799560546875
0.5016530752182007	0.33130037784576416	-0.9921880960464478
0.5034275054931641	0.3276326656341553	-1.0436607599258423
0.5017508268356323	0.33131223917007446	-1.0060824155807495
0.5022478103637695	0.33018940687179565	-1.109211802482605
0.4999019503593445	0.3320428729057312	-1.0390477180480957
0.4996003210544586	0.3309788107872009	-0.9646800756454468
0.4997050166130066	0.32997989654541016	-0.9847591519355774
0.499671995639801	0.3303624987602234	-0.9656025767326355
0.5000514388084412	0.3312787413597107	-0.9631345868110657
0.49924999475479126	0.3338789939880371	-0.9529503583908081
0.5008490085601807	0.3294374942779541	-0.9454511404037476
0.5006667375564575	0.3327566385269165	-1.022400140762329
